link,name,price,avg_rating,number_of_ratings,description,keywords
https://www.musement.com/us/new-york/priority-statue-of-liberty-and-ellis-island-reserve-tickets-281800/,Priority Statue of Liberty and Ellis Island reserve tickets,30.78,4.6,41,"Enjoy priority access to visit the Statue of Liberty and Ellis island when you select a date and timed reserved ticket. You'll discover why the Statue of Liberty is a universal symbol for freedom given to the United States, and explore the symbol of this nations immigrant heritage.
No trip to New York City would be complete without a visit to the world-famous Lady Liberty. A Reserve Ticket (retailing at USD $24) will save you time spent in line at the security screening facility.
Hear how more than 12 million immigrants entered the United States through Ellis Island, the nations chief gateway during the years 1892 to 1954. Reopened as the Ellis Island Immigration Museum, you'll explore the symbol of this nations immigrant heritage.",liberty statue and Ellis island ; timed reserved ticket ; universal symbol for freedom given to united states ; security screening facility ; security screening facility ;
https://www.musement.com/us/new-york/metropolitan-museum-of-art-self-guided-audio-tour-322058/,Metropolitan Museum of Art self-guided audio tour,22.00,4.5,4,"Take a trip around the world and back in time, through thousands of pieces of priceless art! Discover the Met, the largest art museum in the United States, on a self-guided audio tour.
During the tour, you will admire works by El Greco, Rembrandt, Raphael, van Gogh, and many more in the European paintings area. Have a close look at miniature statues, mummy cases, and a temple to the goddess Isis in the Egyptian Collection. Remain open-mouthed in front of the imposing structure of the Temple of Dendur, a full-sized Egyptian temple donated by Jackie Kennedy.",egyptian collection ; imposing structure ; met ; art museum ; self-guided audio tour ; european paintings ; miniature statues ; mummy cases ; goddess
https://www.musement.com/us/new-york/9-11-ground-zero-walking-tour-with-optional-9-11-museum-and-one-world-observatory-tickets-27970/,9-11 Ground Zero walking tour with optional 9-11 Museum and One World Observatory tickets,39.00,4.7,85,"Join the all-access tour, which will begin with a 90-minute walking tour covering St. Pauls Chapel, the Firefighters Memorial Wall and the 9/11 Memorial. Your guide will lead you to the 9/11 Museum (accessible via optional upgrade) where youll be provided with timed entry tickets to minimize wait times and you can enjoy the visit at your leisure.
After the Museum visit, youll enter the Observatory (a two-minute walk away, accessible via optional upgrade). This panoramic observation deck is a marvel of engineering and architecture. The program begins in the lobby of the Freedom Tower with ""Voices"" - a film dedicated to the men and women of the Twin Towers and the new One World Trade Center. Youll then take the ""Sky Pod"" elevator, which rises 1,250 ft (381 m) in the air in 60 seconds.
The Observation Deck begins on the 102nd floor with the See Forever Theater and moves down to the 100th floor, where the main observation deck is situated. Immersive LED displays, interactive touch screen video, and dining options mean there's plenty to do, but the true draw is the view that awaits: the impressive New York City skyline.","all-access tour, 90-minute walking tour, will cover the 9/11 museum ; timed entry tickets ; wait times ; panoramic observation deck ; engineering ; architecture ;"
https://www.musement.com/us/new-york/top-of-the-rock-entrance-tickets-166552/,Top of The Rock Entrance Tickets,43.55,4.5,17,"Nestled at the height of 30 Rockefeller Plaza, Top of the Rocks three levels of indoor and outdoor observation decks deliver spectacular, unobstructed views of the city skyline. With terraces facing east, west, north, and south, Top of the Rocks panoramic sights make it the ultimate observation deck in NYC. Explore 9,500 square feet of unobstructed outdoor viewing space, the most of any New York observatory. Soaring 70 floors above Rockefeller Center, its one of the top things to do in New York City. Head up to the Top in less than 1 minute to top off your visit with breathtaking views from the completely open-air deck on the 70th-floor of Central Park, Empire State Building, One World Trade Center and downtown Manhattan.","outdoor observation decks, indoor and outdoor observation decks, unobstructed views of city skyline ; 9,500 square feet of unobstructed outdoor viewing space ; new york observatory"
https://www.musement.com/us/new-york/museum-of-modern-art-moma-skip-the-line-tickets-3891/,Museum of Modern Art (MoMA) skip-the-line tickets,30.00,4.7,442,"Avoid wasting any time in the ticketing line and enter The Museum of Modern Art right away, after the security check point. You'll get immediate access to some of the worlds most famous works of modern and contemporary art, including Andy Warhols Gold Marilyn Monroe and Vincent van Goghs The Starry Night, as well as pieces by Jasper Johns, Jackson Pollock, Elizabeth Murray, Cindy Sherman and several other great artists of our time. The collection also features photography, architecture, design, film, media and performance art. With shopping and dining options, MoMA offers a complete experience in the world of modern art that people of all ages can enjoy.
Your ticket also includes admission to MoMA PS1. Once a school building in Long Island City, the building showcases a variety of art exhibitions all year round, ranging from artist retrospectives to site-specific installations. The exhibition space also offers a full roster of music and performance programming.","moada ; contemporary art ; photography, architecture, design, film, media and performance art ; dining options ; shopping and dining options"
https://www.musement.com/us/new-york/new-york-c3-r-by-citypass-r-147227/,New York C3® by CityPASS®,104.00,4.7,14,"Save up to 37% on admission at 3 top attractions with New York C3® tickets. Your pass is valid for 9 consecutive days including the first day of use.
One-time admission to your choice of 3 attractions:
Empire State Building Observatory
Top of the Rock® Observation Deck
Ferry Access to Statue of Liberty and Ellis Island
9/11 Memorial & Museum
Edge at Hudson Yards
American Museum of Natural History
Circle Line Sightseeing Cruises
The Museum of Modern Art (MoMA)
Intrepid Museum
Guggenheim Museum",new york c3® tickets ; one-time admission ; empire state building observatory ; rock® observation deck ferryy
https://www.musement.com/us/new-york/six-flags-darien-lake-entrance-tickets-1-422867/,Six Flags Darien Lake entrance tickets,44.70,5.0,1,"The Thrill Capital of New York State, is now open! With its signature collection of thrilling rides and attractions.Six Flags is excited to announce a massive new slide and the re-brand of our waterpark to Hurricane Harbor. At a staggering 60 feet tall Wahoo Wave is one of the tallest water rides in our waterpark and its one-of-a-kind water wall will boost the parks already robust roster of heat-beating attractions. This adrenaline-packed adventure sends four riders into near-vertical motions to experience extended hang times and zero g-forces.
Hurricane Harbor is not included with admission to Darien Lake.","new york state, nyc state, thrilling rides and attractions ; six flags ; wahoo wave ; hurricane harbor ; heat-beating attractions"
https://www.musement.com/us/new-york/the-beast-speedboat-ride-in-new-york-2881/,The BEAST speedboat ride in New York,32.00,4.3,6,"Enjoy a thrilling ride on The BEAST, NYC's only high-speed boat ride that flies across the waters of New York harbor at 45 miles-per-hour!
The BEAST will take you all the way to Lady Liberty and back in just 30 minutes. Take in the jaw-dropping views of Midtown and lower Manhattan, and stop within 100 feet of the Statue of Liberty for a great photo opportunity.","the beAST, new york harbor, high-speed boat ride; lady liberty ; midtown ; lower Manhattan ; photo opportunity"
https://www.musement.com/us/new-york/broadway-tickets-to-aladdin-345075/,Broadway Tickets to Aladdin,90.00,4.9,81,"Experience a whole new world and discover the hit Broadway musical Aladdin!
From the producer who brought you The Lion King comes the timeless story of Aladdin, a thrilling new production filled with unforgettable beauty, magic, comedy and breathtaking spectacle. It's an extraordinary theatrical event where one lamp and three wishes make the possibilities infinite. Directed and choreographed by the Tony Award® winner Casey Nicholaw (The Book of Mormon, Something Rotten!), this ""Fabulous"" and ""Extravagant"" (The New York Times) new musical boasts an incomparable design team, with sets, costumes and lighting from Tony Award® winners Bob Crowley (Mary Poppins), Gregg Barnes (Kinky Boots), and Natasha Katz (An American in Paris).
See why audiences and critics agree, Aladdin is ""Exactly What You Wished For!"" (NBC-TV)",musical aladdin! Broadway musical ; extraordinary theatrical event ; lamp ; three wishes ; incomparable design team ; costumes ; lighting ; cnn-tv show
https://www.musement.com/us/new-york/one-world-observatory-tickets-38486/,One World Observatory tickets,35.92,4.7,301,"The One World Observatory at Freedom Tower offers expansive 360-degree views in all directions of New York City. Special Sky Pod elevators take you up in just 47 seconds; but, the experience is more than pretty views - it's an interactive visual experience. With a standard ticket, you can skip the hassle of the box office line and proceed right to the top! Your visit includes:
Dynamically-generated world map that highlights hometowns of visitors
""Voices"" and ""Foundations"", two programs that describe the building's history and the people who constructed it
Virtual time-lapse video of the development of New York Citys skyline from the 1500s to present-day
Sky Portal, a 14-foot wide circular disc in the floor with a real-time high-definition video of the streets below
City Pulse, a ring of monitors with gesture recognition technology for close-up views and personalized recommendations",one world observatory at freedom tower ; 360-degree views ; new york city ; sky pod elevators ; box office line ; virtual time-lapse video ;
